eventdate,hotelid,nationality,client_nationality,total_requests,total_availability,availability_percentage,orders,gb,conversion_rate_percentage,net_revenue_over_gb_perc,fee_over_gb_perc
"noviembre 2, 2025","330,061",AR,,187,179,0.96,0,0,0,0,0
"noviembre 12, 2025","351,212",DO,,51,40,0.78,0,0,0,0,0
"noviembre 11, 2025","290,966",RO,,23,4,0.17,0,0,0,0,0
"noviembre 23, 2025","290,997",MU,,2,0,0,0,0,0,0,0
"noviembre 26, 2025","290,966",NZ,,34,33,0.97,0,0,0,0,0
"noviembre 8, 2025","351,212",GB,,"18,484","16,557",0.9,0,0,0,0,0
"noviembre 18, 2025","290,564",MT,,2,2,1,0,0,0,0,0
"noviembre 25, 2025","291,359",EC,,280,172,0.61,0,0,0,0,0
"noviembre 26, 2025","330,061",JP,,88,83,0.94,0,0,0,0,0
"noviembre 13, 2025","290,997",AL,,5,5,1,0,0,0,0,0
"noviembre 21, 2025","291,359",CZ,,6,5,0.83,0,0,0,0,0
"noviembre 20, 2025","330,061",MZ,,1,0,0,0,0,0,0,0
"noviembre 3, 2025","290,997",CA,,"2,747","1,477",0.54,0,0,0,0,0
"noviembre 22, 2025","290,966",CH,,126,76,0.6,0,0,0,0,0
"noviembre 13, 2025","291,359",SK,,9,8,0.89,0,0,0,0,0
"noviembre 9, 2025","290,966",IN,,128,74,0.58,0,0,0,0,0
"noviembre 8, 2025","290,966",PR,,8,5,0.63,0,0,0,0,0
"noviembre 10, 2025","330,061",BR,,"7,117","6,354",0.89,0,0,0,0,0
"noviembre 13, 2025","290,966",HU,,45,42,0.93,0,0,0,0,0
"noviembre 11, 2025","290,564",IR,,13,2,0.15,0,0,0,0,0
"noviembre 13, 2025","290,966",MT,,25,25,1,0,0,0,0,0
"noviembre 22, 2025","290,966",VE,,95,33,0.35,0,0,0,0,0
"noviembre 6, 2025","290,997",NG,,46,13,0.28,0,0,0,0,0
"noviembre 16, 2025","290,997",HU,,8,7,0.88,0,0,0,0,0
"noviembre 13, 2025","330,061",PE,,84,67,0.8,0,0,0,0,0
"noviembre 3, 2025","290,966",KR,,13,12,0.92,0,0,0,0,0
"noviembre 2, 2025","330,061",IT,,361,326,0.9,0,0,0,0,0
"noviembre 11, 2025","290,966",QA,,5,5,1,0,0,0,0,0
"noviembre 16, 2025","290,966",IR,,26,25,0.96,0,0,0,0,0
"noviembre 13, 2025","290,564",VI,,1,1,1,0,0,0,0,0
"noviembre 17, 2025","351,212",HU,,11,5,0.45,0,0,0,0,0
"noviembre 6, 2025","291,359",SE,,123,81,0.66,0,0,0,0,0
"noviembre 19, 2025","290,564",PR,,6,6,1,0,0,0,0,0
"noviembre 1, 2025","290,564",UY,,87,81,0.93,0,0,0,0,0
"noviembre 18, 2025","351,212",PA,,144,88,0.61,0,0,0,0,0
"noviembre 7, 2025","291,359",TH,,"130,491","106,265",0.81,0,0,0,0,0
"noviembre 26, 2025","330,061",NZ,,3,3,1,0,0,0,0,0
"noviembre 2, 2025","291,359",TH,,"143,235","107,469",0.75,0,0,0,0,0
"noviembre 25, 2025","351,212",IR,,4,0,0,0,0,0,0,0
"noviembre 23, 2025","290,997",PA,,30,17,0.57,0,0,0,0,0
"noviembre 8, 2025","351,212",BR,,"6,067","4,936",0.81,0,0,0,0,0
"noviembre 21, 2025","290,966",RO,,40,38,0.95,0,0,0,0,0
"noviembre 4, 2025","290,997",TT,,13,0,0,0,0,0,0,0
"noviembre 3, 2025","290,564",GR,,62,60,0.97,0,0,0,0,0
"noviembre 2, 2025","330,061",SV,,3,3,1,0,0,0,0,0
"noviembre 7, 2025","330,061",PT,,218,206,0.94,0,0,0,0,0
"noviembre 22, 2025","290,997",BR,,"8,643","5,259",0.61,0,0,0,0,0
"noviembre 5, 2025","351,212",PE,,702,583,0.83,0,0,0,0,0
"noviembre 3, 2025","290,997",IE,,94,44,0.47,0,0,0,0,0
"noviembre 26, 2025","351,212",MX,,"42,128","37,699",0.89,0,0,0,0,0
"noviembre 16, 2025","291,359",CY,,152,152,1,0,0,0,0,0
"noviembre 6, 2025","290,966",CO,,"3,426","2,922",0.85,0,0,0,0,0
"noviembre 25, 2025","290,966",LV,,20,9,0.45,0,0,0,0,0
"noviembre 22, 2025","330,061",BG,,1,1,1,0,0,0,0,0
"noviembre 8, 2025","290,997",LU,,2,0,0,0,0,0,0,0
"noviembre 3, 2025","290,966",PH,,2,2,1,0,0,0,0,0
"noviembre 19, 2025","351,212",SG,,"1,090","1,051",0.96,0,0,0,0,0
"noviembre 10, 2025","290,564",PR,,42,32,0.76,0,0,0,0,0
"noviembre 13, 2025","291,359",BE,,95,77,0.81,0,0,0,0,0
"noviembre 22, 2025","291,359",JP,,77,70,0.91,0,0,0,0,0
"noviembre 21, 2025","290,966",IL,,127,82,0.65,0,0,0,0,0
"noviembre 8, 2025","351,212",FI,,16,14,0.88,0,0,0,0,0
"noviembre 12, 2025","290,966",ID,,9,7,0.78,0,0,0,0,0
"noviembre 9, 2025","290,997",DO,,40,35,0.88,0,0,0,0,0
"noviembre 14, 2025","351,212",AU,,116,107,0.92,0,0,0,0,0
"noviembre 22, 2025","291,359",DE,,"1,542","1,230",0.8,0,0,0,0,0
"noviembre 24, 2025","290,564",AE,,155,97,0.63,0,0,0,0,0
"noviembre 13, 2025","330,061",EG,,5,4,0.8,0,0,0,0,0
"noviembre 7, 2025","291,359",NI,,62,17,0.27,0,0,0,0,0
"noviembre 25, 2025","291,359",RS,,6,6,1,0,0,0,0,0
"noviembre 19, 2025","290,564",JP,,62,55,0.89,0,0,0,0,0
"noviembre 25, 2025","290,966",SM,,11,11,1,0,0,0,0,0
"noviembre 6, 2025","351,212",PA,,165,162,0.98,0,0,0,0,0
"noviembre 1, 2025","330,061",ZM,,1,1,1,0,0,0,0,0
"noviembre 11, 2025","290,966",BH,,9,9,1,0,0,0,0,0
"noviembre 12, 2025","291,359",NL,,437,353,0.81,0,0,0,0,0
"noviembre 12, 2025","330,061",N/A,,"92,900","29,534",0.32,0,0,0,0,0
"noviembre 11, 2025","291,359",PL,,412,397,0.96,0,0,0,0,0
"noviembre 16, 2025","330,061",GB,,"3,003","2,830",0.94,0,0,0,0,0
"noviembre 22, 2025","290,564",HR,,29,3,0.1,0,0,0,0,0
"noviembre 4, 2025","290,564",GY,,4,4,1,0,0,0,0,0
"noviembre 2, 2025","330,061",IL,,39,39,1,0,0,0,0,0
"noviembre 21, 2025","291,359",ME,,30,8,0.27,0,0,0,0,0
"noviembre 21, 2025","290,966",GR,,53,8,0.15,0,0,0,0,0
"noviembre 17, 2025","351,212",PT,,393,366,0.93,0,0,0,0,0
"noviembre 7, 2025","290,997",JP,,203,150,0.74,0,0,0,0,0
"noviembre 17, 2025","330,061",CR,,109,88,0.81,0,0,0,0,0
"noviembre 24, 2025","290,564",AU,,207,123,0.59,0,0,0,0,0
"noviembre 13, 2025","290,997",CZ,,17,10,0.59,0,0,0,0,0
"noviembre 1, 2025","290,564",NR,,24,24,1,0,0,0,0,0
"noviembre 14, 2025","290,997",NO,,76,33,0.43,0,0,0,0,0
"noviembre 26, 2025","290,997",IT,,843,576,0.68,0,0,0,0,0
"noviembre 22, 2025","351,212",PT,,398,360,0.9,0,0,0,0,0
"noviembre 17, 2025","290,966",SA,,64,46,0.72,0,0,0,0,0
"noviembre 3, 2025","291,359",MX,,"41,737","27,848",0.67,1,51,0,6,4
"noviembre 3, 2025","291,359",MX,,"41,737","27,848",0.67,1,32,0,6,5
"noviembre 9, 2025","290,564",AT,,66,23,0.35,0,0,0,0,0
"noviembre 7, 2025","351,212",MX,,"36,649","30,818",0.84,0,0,0,0,0
"noviembre 3, 2025","330,061",CZ,,5,5,1,0,0,0,0,0
"noviembre 17, 2025","290,997",GT,,"1,019",459,0.45,0,0,0,0,0
"noviembre 16, 2025","290,966",CW,,8,8,1,0,0,0,0,0
"noviembre 7, 2025","291,359",HR,,7,4,0.57,0,0,0,0,0
"noviembre 10, 2025","290,564",N/A,,"68,052","31,314",0.46,0,0,0,0,0
"noviembre 17, 2025","290,966",CW,,1,1,1,0,0,0,0,0
"noviembre 14, 2025","291,359",CO,,"2,946","2,602",0.88,0,0,0,0,0
"noviembre 2, 2025","351,212",AT,,58,36,0.62,0,0,0,0,0
"noviembre 5, 2025","290,997",NL,,305,184,0.6,0,0,0,0,0
"noviembre 24, 2025","291,359",N/A,,"91,759","73,174",0.8,0,0,0,0,0
"noviembre 26, 2025","291,359",CD,,2,2,1,0,0,0,0,0
"noviembre 12, 2025","290,564",PL,,435,322,0.74,0,0,0,0,0
"noviembre 3, 2025","290,997",GT,,618,230,0.37,0,0,0,0,0
"noviembre 24, 2025","290,997",SG,,"3,741","2,365",0.63,0,0,0,0,0
"noviembre 1, 2025","290,997",DK,,57,22,0.39,0,0,0,0,0
"noviembre 16, 2025","351,212",ES,,"70,570","58,917",0.83,0,0,0,0,0
"noviembre 11, 2025","290,997",CU,,19,14,0.74,0,0,0,0,0
"noviembre 16, 2025","290,997",ME,,125,90,0.72,0,0,0,0,0
"noviembre 19, 2025","290,564",NO,,93,27,0.29,0,0,0,0,0
"noviembre 13, 2025","290,966",OM,,6,6,1,0,0,0,0,0
"noviembre 24, 2025","290,564",BY,,3,2,0.67,0,0,0,0,0
"noviembre 1, 2025","290,966",SG,,163,122,0.75,0,0,0,0,0
"noviembre 7, 2025","351,212",BG,,27,26,0.96,0,0,0,0,0
"noviembre 9, 2025","290,564",DK,,"11,200","8,049",0.72,0,0,0,0,0
"noviembre 11, 2025","291,359",SA,,59,56,0.95,0,0,0,0,0
"noviembre 17, 2025","290,966",CZ,,48,45,0.94,0,0,0,0,0
"noviembre 16, 2025","290,966",TH,,"42,354","37,740",0.89,0,0,0,0,0
"noviembre 23, 2025","351,212",VE,,4,4,1,0,0,0,0,0
"noviembre 25, 2025","290,564",RU,,416,301,0.72,0,0,0,0,0
"noviembre 15, 2025","290,564",CY,,47,47,1,0,0,0,0,0
"noviembre 21, 2025","351,212",KR,,21,21,1,0,0,0,0,0
"noviembre 7, 2025","290,997",RU,,455,330,0.73,0,0,0,0,0
"noviembre 23, 2025","290,564",RU,,395,324,0.82,0,0,0,0,0
"noviembre 9, 2025","291,359",NI,,2,2,1,0,0,0,0,0
"noviembre 6, 2025","290,966",TH,,"93,963","81,562",0.87,0,0,0,0,0
"noviembre 9, 2025","290,997",VN,,7,2,0.29,0,0,0,0,0
"noviembre 1, 2025","290,997",LB,,5,0,0,0,0,0,0,0
"noviembre 8, 2025","351,212",RO,,8,8,1,0,0,0,0,0
"noviembre 16, 2025","351,212",SA,,12,3,0.25,0,0,0,0,0
"noviembre 10, 2025","290,966",ZA,,21,19,0.9,0,0,0,0,0
"noviembre 8, 2025","330,061",IL,,5,4,0.8,0,0,0,0,0
"noviembre 26, 2025","290,997",YT,,1,1,1,0,0,0,0,0
"noviembre 13, 2025","330,061",OM,,4,4,1,0,0,0,0,0
"noviembre 14, 2025","351,212",SA,,5,2,0.4,0,0,0,0,0
"noviembre 12, 2025","290,966",CA,,"5,589","4,529",0.81,0,0,0,0,0
"noviembre 13, 2025","290,966",SI,,50,49,0.98,0,0,0,0,0
"noviembre 26, 2025","291,359",MA,,8,6,0.75,0,0,0,0,0
"noviembre 25, 2025","290,564",BH,,2,2,1,0,0,0,0,0
"noviembre 23, 2025","290,966",MX,,"60,624","47,982",0.79,0,0,0,0,0
"noviembre 25, 2025","290,966",IT,,926,786,0.85,0,0,0,0,0
"noviembre 20, 2025","290,966",SE,,115,103,0.9,0,0,0,0,0
"noviembre 9, 2025","290,997",IN,,290,108,0.37,0,0,0,0,0
"noviembre 22, 2025","290,997",MV,,1,1,1,0,0,0,0,0
"noviembre 2, 2025","290,564",AU,,28,17,0.61,0,0,0,0,0
"noviembre 6, 2025","351,212",UA,,2,0,0,0,0,0,0,0
"noviembre 9, 2025","351,212",RS,,45,45,1,0,0,0,0,0
"noviembre 26, 2025","290,997",IE,,77,57,0.74,0,0,0,0,0
"noviembre 16, 2025","290,564",AM,,3,2,0.67,0,0,0,0,0
"noviembre 21, 2025","290,564",KG,,2,0,0,0,0,0,0,0
"noviembre 22, 2025","291,359",CU,,1,0,0,0,0,0,0,0
"noviembre 7, 2025","290,997",BG,,109,74,0.68,0,0,0,0,0
"noviembre 1, 2025","291,359",GB,,"4,599","2,741",0.6,0,0,0,0,0
"noviembre 2, 2025","290,997",NI,,10,4,0.4,0,0,0,0,0
"noviembre 9, 2025","290,564",EG,,17,7,0.41,0,0,0,0,0
"noviembre 16, 2025","290,966",CZ,,60,55,0.92,0,0,0,0,0
"noviembre 12, 2025","290,564",JP,,112,87,0.78,0,0,0,0,0
"noviembre 15, 2025","290,564",AZ,,19,13,0.68,0,0,0,0,0
"noviembre 22, 2025","330,061",CA,,"2,111","1,821",0.86,0,0,0,0,0
"noviembre 7, 2025","290,997",SE,,165,95,0.58,0,0,0,0,0
"noviembre 5, 2025","290,997",DK,,75,37,0.49,0,0,0,0,0
"noviembre 7, 2025","291,359",PH,,11,9,0.82,0,0,0,0,0
"noviembre 3, 2025","290,997",MX,,"52,664","30,095",0.57,1,268,0,5,3
"noviembre 26, 2025","290,997",CO,,"3,035","1,623",0.53,0,0,0,0,0
"noviembre 8, 2025","290,997",US,,"115,172","74,652",0.65,0,0,0,0,0
"noviembre 1, 2025","330,061",DE,,812,696,0.86,0,0,0,0,0
"noviembre 17, 2025","290,997",gt,,4,3,0.75,0,0,0,0,0
"noviembre 19, 2025","291,359",NZ,,4,4,1,0,0,0,0,0
"noviembre 1, 2025","290,564",AE,,51,41,0.8,0,0,0,0,0
"noviembre 14, 2025","290,564",LU,,8,6,0.75,0,0,0,0,0
"noviembre 22, 2025","351,212",VN,,2,1,0.5,0,0,0,0,0
"noviembre 10, 2025","291,359",NO,,79,51,0.65,0,0,0,0,0
"noviembre 26, 2025","291,359",PA,,129,90,0.7,0,0,0,0,0
"noviembre 14, 2025","330,061",CZ,,2,1,0.5,0,0,0,0,0
"noviembre 20, 2025","330,061",RS,,12,12,1,0,0,0,0,0
"noviembre 4, 2025","351,212",UA,,1,1,1,0,0,0,0,0
"noviembre 7, 2025","290,966",US,,"100,782","80,968",0.8,0,0,0,0,0
"noviembre 13, 2025","290,997",PK,,15,15,1,0,0,0,0,0
"noviembre 9, 2025","291,359",JO,,1,0,0,0,0,0,0,0
"noviembre 22, 2025","290,966",LT,,185,127,0.69,0,0,0,0,0
"noviembre 15, 2025","290,997",DE,,"1,980","1,292",0.65,0,0,0,0,0
"noviembre 25, 2025","290,966",HN,,216,187,0.87,0,0,0,0,0
"noviembre 5, 2025","290,997",ES,,"80,125","52,707",0.66,0,0,0,0,0
"noviembre 1, 2025","291,359",CZ,,7,6,0.86,0,0,0,0,0
"noviembre 6, 2025","290,966",TN,,10,8,0.8,0,0,0,0,0
"noviembre 9, 2025","290,997",HN,,30,17,0.57,0,0,0,0,0
"noviembre 22, 2025","291,359",GT,,867,760,0.88,0,0,0,0,0
"noviembre 21, 2025","290,966",SG,,"3,478","3,045",0.88,0,0,0,0,0
"noviembre 11, 2025","290,997",JM,,2,2,1,0,0,0,0,0
"noviembre 4, 2025","290,564",GB,,"3,411","1,505",0.44,0,0,0,0,0
"noviembre 16, 2025","290,997",TH,,"9,113","6,921",0.76,0,0,0,0,0
"noviembre 19, 2025","351,212",BE,,51,46,0.9,0,0,0,0,0
"noviembre 16, 2025","290,564",NZ,,31,22,0.71,0,0,0,0,0
"noviembre 26, 2025","291,359",NL,,580,379,0.65,0,0,0,0,0
"noviembre 11, 2025","351,212",GT,,"1,321","1,219",0.92,0,0,0,0,0
"noviembre 13, 2025","290,564",KR,,23,22,0.96,0,0,0,0,0
"noviembre 24, 2025","330,061",IL,,33,33,1,0,0,0,0,0
"noviembre 18, 2025","290,966",NO,,64,57,0.89,0,0,0,0,0
"noviembre 22, 2025","351,212",ME,,7,7,1,0,0,0,0,0
"noviembre 15, 2025","290,966",GT,,714,554,0.78,0,0,0,0,0
"noviembre 24, 2025","290,564",UZ,,18,18,1,0,0,0,0,0
"noviembre 26, 2025","290,997",BG,,53,37,0.7,0,0,0,0,0
"noviembre 1, 2025","291,359",AZ,,1,0,0,0,0,0,0,0
"noviembre 8, 2025","290,966",CR,,162,119,0.73,0,0,0,0,0
"noviembre 2, 2025","290,997",HK,,154,110,0.71,0,0,0,0,0
"noviembre 24, 2025","290,997",HK,,73,41,0.56,0,0,0,0,0
"noviembre 25, 2025","290,564",GP,,1,1,1,0,0,0,0,0
"noviembre 20, 2025","330,061",DZ,,5,1,0.2,0,0,0,0,0
"noviembre 16, 2025","330,061",PT,,288,278,0.97,0,0,0,0,0
"noviembre 12, 2025","291,359",RE,,1,1,1,0,0,0,0,0
"noviembre 19, 2025","290,997",HK,,116,116,1,0,0,0,0,0
"noviembre 15, 2025","290,966",AE,,66,59,0.89,0,0,0,0,0
"noviembre 17, 2025","290,966",ME,,187,172,0.92,0,0,0,0,0
"noviembre 11, 2025","290,564",CU,,14,4,0.29,0,0,0,0,0
"noviembre 15, 2025","330,061",TN,,1,1,1,0,0,0,0,0
"noviembre 24, 2025","351,212",NO,,114,83,0.73,0,0,0,0,0
"noviembre 15, 2025","290,997",RO,,25,18,0.72,0,0,0,0,0
"noviembre 1, 2025","290,966",PL,,130,102,0.78,0,0,0,0,0
"noviembre 16, 2025","290,966",IT,,625,594,0.95,0,0,0,0,0
"noviembre 12, 2025","351,212",FI,,37,36,0.97,0,0,0,0,0
"noviembre 25, 2025","290,966",DZ,,5,0,0,0,0,0,0,0
"noviembre 3, 2025","290,966",JP,,53,28,0.53,0,0,0,0,0
"noviembre 7, 2025","290,966",MA,,10,2,0.2,0,0,0,0,0
"noviembre 10, 2025","351,212",KZ,,4,1,0.25,0,0,0,0,0
"noviembre 18, 2025","290,997",AT,,62,34,0.55,0,0,0,0,0
"noviembre 8, 2025","290,564",ZA,,12,9,0.75,0,0,0,0,0
"noviembre 20, 2025","290,997",AE,,399,337,0.84,0,0,0,0,0
"noviembre 3, 2025","290,997",NL,,80,43,0.54,0,0,0,0,0
"noviembre 12, 2025","290,997",HR,,3,0,0,0,0,0,0,0
"noviembre 25, 2025","330,061",PL,,18,14,0.78,0,0,0,0,0
"noviembre 14, 2025","291,359",LT,,12,10,0.83,0,0,0,0,0
"noviembre 15, 2025","290,564",BS,,5,4,0.8,0,0,0,0,0
"noviembre 13, 2025","291,359",FR,,"1,145",919,0.8,0,0,0,0,0
"noviembre 22, 2025","290,997",TW,,8,3,0.38,0,0,0,0,0
"noviembre 15, 2025","290,997",CU,,1,0,0,0,0,0,0,0
"noviembre 16, 2025","290,564",PS,,1,0,0,0,0,0,0,0
"noviembre 15, 2025","291,359",HK,,55,47,0.85,0,0,0,0,0
"noviembre 19, 2025","290,966",TW,,13,13,1,0,0,0,0,0
"noviembre 8, 2025","290,966",ID,,27,9,0.33,0,0,0,0,0
"noviembre 26, 2025","290,564",MA,,8,7,0.88,0,0,0,0,0
"noviembre 13, 2025","351,212",FI,,33,29,0.88,0,0,0,0,0
"noviembre 22, 2025","290,997",KZ,,150,115,0.77,0,0,0,0,0
"noviembre 17, 2025","290,564",SI,,17,3,0.18,0,0,0,0,0
"noviembre 26, 2025","351,212",QA,,1,1,1,0,0,0,0,0
"noviembre 6, 2025","290,564",AO,,2,2,1,0,0,0,0,0
"noviembre 25, 2025","290,564",MU,,1,0,0,0,0,0,0,0
"noviembre 5, 2025","290,966",CI,,7,7,1,0,0,0,0,0
"noviembre 20, 2025","351,212",JP,,40,37,0.93,0,0,0,0,0
"noviembre 18, 2025","330,061",EC,,121,92,0.76,0,0,0,0,0
"noviembre 13, 2025","290,966",UA,,20,16,0.8,0,0,0,0,0
"noviembre 8, 2025","290,564",AT,,63,33,0.52,0,0,0,0,0
"noviembre 16, 2025","291,359",MX,,"61,019","49,738",0.82,1,51,0,6,4
"noviembre 16, 2025","291,359",MX,,"61,019","49,738",0.82,2,132,0,5,3
"noviembre 16, 2025","291,359",MX,,"61,019","49,738",0.82,1,201,0,5,4
"noviembre 24, 2025","290,997",AT,,37,14,0.38,0,0,0,0,0
"noviembre 7, 2025","351,212",DO,,79,67,0.85,0,0,0,0,0
"noviembre 7, 2025","290,966",NZ,,32,25,0.78,0,0,0,0,0
"noviembre 17, 2025","351,212",AU,,144,134,0.93,0,0,0,0,0
"noviembre 25, 2025","291,359",IN,,79,70,0.89,0,0,0,0,0
"noviembre 6, 2025","330,061",RO,,11,11,1,0,0,0,0,0
"noviembre 9, 2025","290,564",QA,,1,0,0,0,0,0,0,0
"noviembre 23, 2025","330,061",US,,"87,706","44,330",0.51,0,0,0,0,0
"noviembre 22, 2025","290,564",DK,,"5,537","2,723",0.49,0,0,0,0,0
"noviembre 23, 2025","290,966",LV,,15,5,0.33,0,0,0,0,0
"noviembre 26, 2025","290,966",JM,,1,1,1,0,0,0,0,0
"noviembre 23, 2025","290,997",SV,,53,14,0.26,0,0,0,0,0
"noviembre 3, 2025","290,564",IL,,91,91,1,0,0,0,0,0
"noviembre 16, 2025","351,212",VE,,3,3,1,0,0,0,0,0
"noviembre 16, 2025","290,966",SI,,15,11,0.73,0,0,0,0,0
"noviembre 23, 2025","351,212",BG,,79,78,0.99,0,0,0,0,0
"noviembre 8, 2025","290,966",AS,,1,0,0,0,0,0,0,0
"noviembre 1, 2025","351,212",AR,,572,503,0.88,0,0,0,0,0
"noviembre 25, 2025","290,997",CA,,"9,086","4,858",0.53,0,0,0,0,0
"noviembre 5, 2025","290,997",EG,,2,0,0,0,0,0,0,0
"noviembre 5, 2025","290,966",SK,,8,7,0.88,0,0,0,0,0
"noviembre 13, 2025","330,061",PY,,26,16,0.62,0,0,0,0,0
"noviembre 2, 2025","290,997",PT,,414,290,0.7,0,0,0,0,0
"noviembre 2, 2025","290,997",TR,,189,20,0.11,0,0,0,0,0
"noviembre 14, 2025","351,212",N/A,,"76,356","64,121",0.84,0,0,0,0,0
"noviembre 26, 2025","290,564",TJ,,5,0,0,0,0,0,0,0
"noviembre 26, 2025","290,997",CH,,119,78,0.66,0,0,0,0,0
"noviembre 26, 2025","290,966",TJ,,5,0,0,0,0,0,0,0
"noviembre 25, 2025","330,061",PF,,2,2,1,0,0,0,0,0
"noviembre 24, 2025","290,564",US,,"58,010","41,375",0.71,0,0,0,0,0
"noviembre 3, 2025","291,359",NO,,9,4,0.44,0,0,0,0,0
"noviembre 11, 2025","290,997",BD,,12,0,0,0,0,0,0,0
"noviembre 5, 2025","351,212",CU,,20,9,0.45,0,0,0,0,0
"noviembre 21, 2025","290,997",LV,,3,3,1,0,0,0,0,0
"noviembre 12, 2025","290,997",UA,,9,2,0.22,0,0,0,0,0
"noviembre 17, 2025","290,997",PA,,109,61,0.56,0,0,0,0,0
"noviembre 14, 2025","290,997",KG,,2,2,1,0,0,0,0,0
"noviembre 17, 2025","351,212",IL,,47,46,0.98,0,0,0,0,0
"noviembre 15, 2025","330,061",UA,,3,3,1,0,0,0,0,0
"noviembre 10, 2025","351,212",RO,,39,39,1,0,0,0,0,0
"noviembre 18, 2025","290,966",DO,,109,77,0.71,0,0,0,0,0
"noviembre 3, 2025","330,061",PF,,2,0,0,0,0,0,0,0
"noviembre 13, 2025","330,061",FR,,564,528,0.94,0,0,0,0,0
"noviembre 22, 2025","291,359",mx,US,3,3,1,1,140,33.3,5,4
"noviembre 22, 2025","291,359",mx,CA,3,3,1,1,161,33.3,5,3
"noviembre 23, 2025","290,997",DE,,"2,975","1,755",0.59,0,0,0,0,0
"noviembre 15, 2025","291,359",GB,,"4,714","3,589",0.76,0,0,0,0,0
"noviembre 10, 2025","290,997",TJ,,1,0,0,0,0,0,0,0
"noviembre 20, 2025","291,359",CZ,,3,3,1,0,0,0,0,0
"noviembre 26, 2025","290,997",DZ,,2,0,0,0,0,0,0,0
"noviembre 24, 2025","351,212",PK,,28,28,1,0,0,0,0,0
"noviembre 6, 2025","290,997",SA,,14,11,0.79,0,0,0,0,0
"noviembre 2, 2025","330,061",CH,,49,41,0.84,0,0,0,0,0
"noviembre 14, 2025","291,359",OM,,1,0,0,0,0,0,0,0
"noviembre 15, 2025","291,359",FI,,17,14,0.82,0,0,0,0,0
"noviembre 15, 2025","290,997",PY,,116,1,0.01,0,0,0,0,0
"noviembre 1, 2025","290,966",KR,,23,19,0.83,0,0,0,0,0
"noviembre 11, 2025","291,359",CO,,"2,991","2,512",0.84,0,0,0,0,0
"noviembre 22, 2025","290,966",SI,,24,18,0.75,0,0,0,0,0
"noviembre 18, 2025","290,997",EG,,1,1,1,0,0,0,0,0
"noviembre 19, 2025","330,061",PE,,130,102,0.78,0,0,0,0,0
"noviembre 25, 2025","291,359",TH,,"98,484","81,171",0.82,0,0,0,0,0
"noviembre 25, 2025","330,061",IL,,46,30,0.65,0,0,0,0,0
"noviembre 2, 2025","330,061",LB,,2,2,1,0,0,0,0,0
"noviembre 13, 2025","290,966",TW,,2,1,0.5,0,0,0,0,0
"noviembre 14, 2025","290,564",FI,,10,7,0.7,0,0,0,0,0
"noviembre 1, 2025","330,061",US,,"51,609","47,425",0.92,0,0,0,0,0
"noviembre 24, 2025","290,997",TT,,5,5,1,0,0,0,0,0
"noviembre 17, 2025","290,966",SG,,"4,269","4,139",0.97,0,0,0,0,0
"noviembre 7, 2025","351,212",UA,,1,0,0,0,0,0,0,0
"noviembre 15, 2025","351,212",GB,,"15,643","14,483",0.93,0,0,0,0,0
"noviembre 23, 2025","290,966",GT,,349,91,0.26,0,0,0,0,0
"noviembre 3, 2025","291,359",SG,,33,18,0.55,0,0,0,0,0
"noviembre 22, 2025","290,997",BE,,71,52,0.73,0,0,0,0,0
"noviembre 17, 2025","290,997",LB,,5,3,0.6,0,0,0,0,0
"noviembre 19, 2025","291,359",AM,,25,25,1,0,0,0,0,0
"noviembre 25, 2025","290,564",VN,,3,3,1,0,0,0,0,0
"noviembre 24, 2025","290,564",SK,,17,6,0.35,0,0,0,0,0
"noviembre 15, 2025","351,212",VE,,2,2,1,0,0,0,0,0
"noviembre 22, 2025","290,564",HN,,102,52,0.51,0,0,0,0,0
"noviembre 20, 2025","330,061",ZA,,6,5,0.83,0,0,0,0,0
"noviembre 22, 2025","291,359",HU,,1,1,1,0,0,0,0,0
"noviembre 17, 2025","290,564",BG,,93,62,0.67,0,0,0,0,0
"noviembre 12, 2025","291,359",PT,,467,401,0.86,0,0,0,0,0
"noviembre 15, 2025","351,212",AS,,3,3,1,0,0,0,0,0
"noviembre 14, 2025","290,997",MA,,7,3,0.43,0,0,0,0,0
"noviembre 14, 2025","291,359",MY,,4,2,0.5,0,0,0,0,0
"noviembre 26, 2025","351,212",FI,,34,33,0.97,0,0,0,0,0
"noviembre 25, 2025","351,212",RU,,230,183,0.8,0,0,0,0,0
"noviembre 9, 2025","290,966",PR,,4,1,0.25,0,0,0,0,0
"noviembre 22, 2025","330,061",NO,,26,13,0.5,0,0,0,0,0
"noviembre 9, 2025","290,966",PE,,121,99,0.82,0,0,0,0,0
"noviembre 26, 2025","291,359",TW,,6,3,0.5,0,0,0,0,0
"noviembre 16, 2025","351,212",EC,,11,8,0.73,0,0,0,0,0
"noviembre 10, 2025","351,212",MT,,1,1,1,0,0,0,0,0
"noviembre 2, 2025","351,212",GT,,503,109,0.22,0,0,0,0,0
"noviembre 6, 2025","290,966",UZ,,3,2,0.67,0,0,0,0,0
"noviembre 10, 2025","330,061",ID,,6,6,1,0,0,0,0,0
"noviembre 7, 2025","290,966",ID,,24,17,0.71,0,0,0,0,0
"noviembre 12, 2025","351,212",CZ,,5,4,0.8,0,0,0,0,0
"noviembre 1, 2025","290,966",NO,,50,48,0.96,0,0,0,0,0
"noviembre 19, 2025","330,061",BE,,27,25,0.93,0,0,0,0,0
